Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)",Human capital index (HCI) (scale 0-1),"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Population living in slums (% of urban population),Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
New Zealand,NZL,100.0,18.17896723230769,8516619.501,26745775761.0,66.272,2.1171422,88.4954566925,10.07205391,37.57012647,28.5,1.53899622,2.51,0.775932431,92.0,92.0,91.0,95.2342,1.7145617,0.60434908175,108.5,10.624270581333333,82.25609756,72.58774486157895,1.2421052631578946,123.2134933,1.9142857142857144,38220.0,11.41246796,94.00938415666667,3.448,1.467778444,44.632130000000004,97.61714285714285,14.5,3.5,2.5,91.099594115,0.0528,48.33333333,2279.6666666666665,1748.0,1.874447942,35.6,1.838716984,12.94,83.34125,92.026803,88.067662,80158.02583,4.595,1.595814466,68.68181818181819,68.478
Nicaragua,NIC,86.0,17.537870854615385,6822863.173333334,28041600000.0,67.128,-1.180143833,88.28246497875,8.65219975,28.31585508,29.75,-0.67947191,0.94,0.508098245,92.0,92.0,97.0,54.8543,3.681813416,0.599661805125,77.0,11.17539903,71.795,74.41747845894737,1.513157894736842,88.25160841,1.8714285714285714,-10384.0,32.27201843,94.26138496499999,1.7409999999999999,-0.585725188,46.08210666666667,97.6542857142857,30.633333333333333,8.933333333333334,17.9,90.63505554125,0.0572,47.25274725,1880.5,311.0,-0.679826021,53.4,-1.19912231,14.666,52.33125,81.440428,68.502255,18448.51145,7.59,-1.097549915,68.33030303030303,68.46
Niger,NER,18.7,16.896774476923078,5129106.845666667,28445743997.0,67.98400000000001,-0.665765345,88.069473265,6.17012262,0.852372306,31.0,-0.661067367,0.27,0.315685183,81.0,81.0,79.0,13.8406,2.89819376,0.5949745285000001,257000.0,12.40871035,61.451,76.24721205631579,1.7842105263157895,58.5157033,1.8285714285714285,-4403.0,43.54859924,94.51338577333333,0.034,-1.667164683,47.53208333333333,97.69142857142856,46.766666666666666,14.366666666666667,14.2,90.17051696749999,0.0616,16.95906433,1481.3333333333333,233293.0,-0.798238993,42.72,-0.576169431,16.392,56.45791667,62.702188,56.68926,44795.82741,10.585,-0.493436366,67.97878787878788,68.442
Nigeria,NGA,55.4,16.25567809923077,3435350.518,28849887994.0,68.84,-1.120857596,87.85648155125,3.38063431,23.74578653,32.25,-1.144238591,2.245,0.360609829,62.0,62.0,60.0,31.8888,13.24602343,0.5902872518750001,2730000.0,13.64202167,52.887,78.07694565368422,2.055263157894737,98.03255552,1.7857142857142856,-4824.0,74.67578125,94.76538658166666,1.2970000000000002,-1.891961455,48.98206,97.72857142857143,62.9,19.8,14.2,89.70597839375,0.066,7.222222222,1082.1666666666665,66056.0,-1.024434328,32.04,-0.842660069,18.118000000000002,56.62416667,46.463394,44.052693,322336.5011,13.579999999999998,-0.581014395,67.62727272727273,68.42399999999999
North Macedonia,MKD,100.0,15.61458172153846,3200530.1385000004,29254031991.0,69.696,-0.493940473,87.6434898375,7.73,39.71015067,33.5,0.028337197,4.22,0.557349205,84.0,84.0,63.0,81.4055,1.200073489,0.5855999752500001,140.0,5.193220791,74.39512195,79.90667925105264,2.326315789473684,88.20817101,1.7428571428571429,-486.0,38.87,95.01738739,2.56,0.112023413,50.38039,97.76571428571428,20.9,6.0,3.2,89.24143982,0.0704,39.16666667,683.0,303.0,0.435726047,21.36,-0.10571564,19.844,77.72208333,88.658028,79.668451,9768.859944,16.575,0.055813737,67.27575757575758,68.40599999999999
Northern Mariana Islands,MNP,100.0,14.973485343846153,2965709.759,126169515995.5,70.552,0.7859566804999999,87.43049812375,9.575,52.95652174,34.75,0.9582618855,3.8099999999999996,0.6642001865,90.5,90.5,80.0,88.00655,1.243329198,0.5809126986250001,25105.0,3.9453603955,78.80243902500001,81.73641284842105,2.5973684210526313,98.246821005,1.7,-431.0,26.33,97.12195205500001,3.8230000000000004,0.666771084,51.77872,97.80285714285714,12.6,3.5,2.85,94.21251678499999,0.0748,40.293392505,2284.0,24978.0,1.064997852,10.68,0.9128677805,12.998000000000001,84.09520832999999,87.857475,82.784827,27942.838571999997,10.4995,0.8876275755,66.92424242424242,68.38799999999999
Norway,NOR,100.0,14.332388966153845,2730889.3795,223085000000.0,71.408,2.065853834,87.21750641,11.42,33.43535968,36.0,1.888186574,3.4,0.771051168,97.0,97.0,97.0,94.6076,1.286584907,0.576225422,50070.0,2.6975,83.2097561,83.56614644578947,2.8684210526315788,108.285471,1.657142857142857,10756.0,13.79,99.22651672,5.086,1.221518755,53.177049999999994,97.83999999999999,4.3,1.0,2.5,99.18359375,0.0792,41.42011834,3885.0,49653.0,1.694269657,0.0,1.931451201,6.152,90.46833333,93.846527,90.598849,46116.8172,4.424,1.719441414,66.57272727272728,68.36999999999999
Oman,OMN,100.0,13.691292588461538,2496069.0,148739124000.0,72.26400000000001,0.203061417,90.16916656,5.25332022,0.008077544,37.25,0.104687065,1.16,0.608116269,99.0,99.0,99.0,95.2323,-0.406402919,0.308139381,75035.0,5.466499205,74.757,85.3958800431579,3.139473684210526,140.0686492,1.6142857142857143,-164408.0,5.20750284,96.51299286,1.994,0.419728547,54.575379999999996,97.87714285714286,18.45,4.85,2.7,92.14588165,0.08360000000000001,2.325581395,5521.222222222223,308.0,0.444364667,23.4,0.592665195,10.115,63.16791667,86.545539,81.215534,95082.40834,2.94,-1.144659162,66.22121212121212,68.35199999999999
Pakistan,PAK,94.5,13.05019621076923,3711456.87,74393248000.0,73.12,-0.85676223,90.97571715999999,2.95273018,4.833307389,38.5,-0.570837259,1.4133333333333333,0.406070024,80.0,80.0,83.0,18.9348,9.739993139,3.736849385,100000.0,10.75774943,66.269,87.22561364052632,3.4105263157894736,77.3005648,1.5714285714285714,-588736.0,55.44096375,96.337687175,1.8860000000000001,-1.792646289,55.97371,97.91428571428571,32.6,8.7,16.0,90.43520863666667,0.08800000000000001,20.1754386,7157.444444444444,1438940.0,-0.764765918,46.8,-0.712482035,14.078,63.41375,73.764099,63.054715,436608.9225,1.8525,-0.877666116,65.86969696969697,68.33399999999999
Palau,PLW,100.0,12.409099833076922,3392814.435,47372000.0,73.976,0.599186838,91.78226776,14.34041405,90.02173913,39.75,0.386291534,1.6666666666666665,0.588113487,96.0,93.0,93.0,45.772400000000005,0.218181818,7.6899644575,71333.33333333333,8.8830413815,71.463,89.05534723789474,3.681578947368421,133.5410639,1.5285714285714285,7.0,14.99951267,96.16238149,1.778,1.166012168,45.7552825,97.95142857142856,30.775000000000002,7.924999999999999,10.45,88.72453562333334,0.09240000000000001,6.25,8793.666666666666,720751.0,0.547488928,63.233333333333334,0.685480654,18.041,51.96375,69.77721,51.367308,195.78888,0.765,1.078569651,65.51818181818182,68.316
Panama,PAN,95.3,11.768003455384616,3074172.0,3559259163.0,74.83200000000001,-0.584034085,92.58881835999999,10.8049345,56.80560798,41.0,0.16477868,1.92,0.501601994,74.0,74.0,80.0,72.61,-1.550275408,11.64307953,42666.666666666664,7.008333333,76.657,90.88508083526315,3.9526315789473685,142.2454753,1.4857142857142858,5473.0,39.5986557,95.98707580499999,1.629,0.235460699,35.536855,97.98857142857142,28.950000000000003,7.1499999999999995,4.9,87.01386261,0.09680000000000001,22.53521127,10429.888888888889,2562.0,0.322711378,79.66666666666666,-0.285406232,18.735,65.29541667,86.273978,76.593285,17231.02452,18.548,0.574825227,65.16666666666667,68.298
Papua New Guinea,PNG,20.5,11.126907077692309,932389.0,2671513823.0,75.688,-0.596712232,93.39536896,2.30193973,79.17625756,42.25,-0.827988863,1.4649999999999999,0.429185003,39.0,39.0,47.0,24.3969,4.871673986,9.455186579,14000.0,7.700833333,65.787,92.71481443263158,4.223684210526316,49.41720925,1.4428571428571426,10695.0,10.4240942,95.81177011999999,1.3402500000000002,-0.653707087,25.3184275,98.02571428571429,27.125,6.375,23.1,84.99991989,0.10120000000000001,0.0,12066.111111111111,10781.0,-0.683947444,96.1,-0.711277246,21.048666666666666,44.78208333,71.891707,59.275298,18397.91713,13.047999999999998,0.033630703,64.81515151515151,68.28
Paraguay,PRY,99.7,10.4858107,131713.0,19667900000000.0,76.54400000000001,-0.857943475,94.20191956,7.67533064,40.52922225,43.5,-0.565058231,1.01,0.528180063,79.0,79.0,80.0,73.9575,1.767515924,7.267293628,37000.0,13.53731441,73.182,94.54454803,4.494736842105263,118.8308269,1.4,-8230.0,37.87582779,95.636464435,1.0515,0.016684934,15.1,98.06285714285714,25.3,5.6,3.5,82.98597717,0.1056,16.25,13702.333333333332,1686.0,-0.139662296,20.0,-0.428430766,23.362333333333332,64.84375,80.868378,70.007685,50784.02825,7.548,0.046724774,64.46363636363637,68.262
Peru,PER,96.2,11.49849297,5705074.0,26445303876.0,77.4,-0.524174213,86.55557251,6.28521156,56.50810156,43.7,-0.294040531,1.64,0.605192661,72.0,72.0,77.0,65.2518,2.002412058,5.71389864,60000.0,12.93833333,73.665,94.49793243,4.765789473684211,118.176464,7.0,79456.0,22.76672554,95.46115875,0.90175,-0.357738912,25.857825,98.1,34.55,5.199999999999999,6.5,90.54948806499999,0.11,26.15384615,15338.555555555555,4272.0,0.471264184,16.7,-0.385730803,25.676,69.07958333,83.084015,71.673491,89865.35382,7.179,0.247331381,64.11212121212121,68.244
Philippines,PHL,96.4,13.527552382173912,10613531.0,1178000000000.0,75.73750000000001,-0.510496736,89.99143219000001,5.16,24.10903176,36.1,0.068197176,0.99,0.515962124,71.0,71.0,72.0,53.7649,2.393162393,3.20304782,153000.0,11.1679627038,72.119,98.47457123,5.036842105263158,133.3257005,5.266666666666667,-41937.0,44.56,96.74260965666666,0.752,-0.778701365,36.61565,93.8,43.8,4.8,5.1,98.11299896,0.055,27.96052632,16974.777777777777,709.0,0.113156676,33.2,-0.650772929,21.054,79.48208333,81.47604,74.097411,224971.7625,2.522,-0.106158271,63.76060606060606,68.226
Poland,POL,100.0,15.556611794347825,2686258.0,113375000000.0,74.075,0.618777275,93.42729187,6.5,30.9770359,28.5,0.324414283,6.11,0.753088593,90.0,90.0,80.0,83.1849,3.374469726,0.692197,127683.33333333333,9.3975920776,76.5,98.39370727727272,5.307894736842106,128.4226449,3.533333333333333,-779.0,20.03,98.02406056333334,3.714,0.491565287,36.863304285714285,89.5,7.4,0.9,2.5,100.32471083,0.0,28.69565217,18611.0,2771.0,0.850681961,0.4,0.520833731,10.136,89.24041667,89.940198,75.895016,338383.8449,3.155,0.61527282,63.40909090909091,68.208
Portugal,PRT,100.0,17.585671206521738,6219531.061,18438887141.0,72.4125,0.72112143,96.63517761,10.55,36.15499489,34.7,0.979880333,3.53,0.768949568,99.0,99.0,99.0,78.2617,-0.01243833,0.786545871,102366.66666666666,7.6272214514000005,80.97560976,98.31284332454545,5.578947368421053,115.078977,1.8,40535.0,28.02,99.30551147,5.615,1.008653641,37.110958571428576,85.19999999999999,11.6,3.2,2.5,102.5364227,0.0,40.0,2526.149,2405.0,0.822069168,0.5,1.155114055,9.143,85.64625,93.097006,83.850969,55640.70734,6.801,1.255675912,63.057575757575755,68.19
Puerto Rico,PRI,100.0,19.614730618695653,8430160.0305,42159007220.33333,70.75,-0.016030673,95.63137563,7.184361005,55.95603157,34.66666666666667,-0.297928125,4.706666666666666,0.703360587,94.0,94.0,94.5,88.95725,-1.2763766799999998,16.99492704,77050.0,5.8568508252,78.041,98.23197937181817,5.8500000000000005,106.8204687,1.2333333333333334,-7408.0,16.959297905,92.06225967,5.168,0.435303301,37.35861285714286,80.89999999999999,12.2,3.3666666666666667,2.5,102.83530045,0.0,24.878048780500002,5273.766,1303.0,0.7840482,0.6333333333333333,0.604394853,11.013333333333334,73.20125,88.953491,75.615779,87623.03727,3.4705,0.49604407,62.7060606060606,68.172
Qatar,QAT,100.0,21.643790030869564,10640789.0,65879127299.666664,69.0875,0.754299998,94.62757365,3.81872201,0.0,34.63333333333333,0.867235363,5.883333333333333,0.637771606,89.0,89.0,90.0,99.6528,-2.54031503,0.434721968,51733.33333333333,4.086480199,79.099,98.1511154190909,6.121052631578948,137.6081235,0.6666666666666667,-163999.0,5.89859581,84.81900787,4.721,0.669543803,37.60626714285714,76.6,12.8,3.5333333333333337,2.5,103.1341782,0.0,9.756097561,8021.383,201.0,0.841679335,0.7666666666666666,0.978387594,12.883666666666667,60.75625,91.554088,89.431759,119605.3672,0.14,-1.287543774,62.35454545454545,68.154
Romania,ROU,100.0,23.672849443043475,1786407.0,89599247379.0,67.425,-0.098242842,93.62377167,6.23,30.11582928,34.6,-0.286919236,7.06,0.584187865,87.0,87.0,87.0,78.4553,2.631073112,1.445321693,26416.666666666657,6.486401228,74.25365854,98.07025146636363,6.392105263157895,116.1812357,0.1,-12724.0,19.03,95.77631378,4.274,0.508895397,37.853921428571425,72.3,13.4,3.7,2.5,86.38111115,0.0,21.88449848,10769.0,3581.0,0.346217543,0.9,0.368579715,14.754,84.45791667,89.047054,72.848744,95744.39542,5.035,0.585220873,62.0030303030303,68.136
Russian Federation,RUS,99.9,25.70190885521739,62447448.0,4411060000000.0,65.76249999999999,-0.929947913,95.07984543,7.57,49.78433608,33.7,-0.110942565,7.08,0.681419611,97.0,97.0,97.0,84.9947,3.381659372,7.345966383,1100.0,6.775833333,71.33878049,97.98938751363636,6.663157894736843,163.5893357,5.0,340711.0,26.43,95.8762168875,3.827,-0.66740942,38.101575714285715,85.0,5.5,0.0,2.5,91.53340656666667,0.0,15.77777778,85555.0,20260.0,-0.483847022,3.8,-0.805172265,20.4465,80.195,81.733826,59.477717,2331479.378,5.62,-1.072273493,61.65151515151515,68.118
Rwanda,RWA,45.2,27.730968267391304,661287.648,326917000000.0,64.1,0.528032601,96.53591919,7.47530079,11.18767734,33.885714285714286,0.274038255,0.74,0.379552752,91.0,91.0,94.0,23.8,9.850399023,3.590347033,2316.666666666667,16.345,66.774,97.90852356090909,6.93421052631579,80.74026868,4.6,-1579.0,10.27080822,95.976119995,2.1905,0.069421276,38.34923,97.7,14.55,1.7,32.4,96.68570198333333,0.0,61.25,73809.06028571428,139491.0,-0.000359975,79.9,0.077767387,26.139,70.23958333,71.09718,60.363683,6329.924675,11.829,-1.091791034,61.3,68.1
Samoa,WSM,100.0,29.76002767956522,11957.0,315267300.5,16.6,0.71219492,97.99199295,6.18895578,58.15467626,34.07142857142858,0.541092038,1.1,0.548421681,89.0,89.0,66.0,69.9561,-1.568912477,3.182224839333333,3533.3333333333335,8.705,72.768,97.82765960818182,7.205263157894737,32.10362492,4.2,-1060.0,10.83402157,96.0760231025,0.554,1.14607358,43.099486666666664,94.1,23.6,3.4,5.6,101.8379974,0.0,10.0,62063.120571428575,104700.75,-0.208590478,73.28,1.009463787,24.685,58.92916667,82.552332,72.748103,538.887695,9.5295,0.780662477,61.3,68.1
San Marino,SMR,100.0,31.789087091739127,16330.0,103024680.0,17.08108108108108,1.266005278,99.44806671,8.48147392,16.66666667,34.25714285714286,1.749414086,1.46,0.5577446223333333,89.0,89.0,90.0,77.95,4.1252077190000005,2.774102645666667,4750.0,3.733908333,70.2765,97.74679565545453,7.476315789473684,114.6822713,3.8,-138.0,10.25551033,96.17592621,1.2520000000000002,1.17722559,47.849743333333336,94.18648648648649,39.1,8.75,9.55,90.24389648,0.0,33.33333333,50317.180857142856,69910.5,0.525310516,66.66,1.61627841,23.231,55.671458335,91.656546,84.837314,359.3064225,7.23,1.120467544,61.3,68.1
Sao Tome and Principe,STP,76.8,33.81814650391304,20703.0,247404512340.0,17.562162162162164,0.119538024,98.86285485,7.30042553,54.0625,34.44285714285714,-0.713890076,1.82,0.5670675636666667,96.0,96.0,86.0,51.5547,9.819327915,2.365980452,5966.666666666667,18.8275679,67.785,97.66593170272726,7.747368421052632,79.67535824,3.4000000000000004,0.0,11.84764099,84.61305364,1.9500000000000002,0.489546567,52.6,94.27297297297297,54.6,14.1,13.5,93.22627258,0.0,23.63636364,38571.24114285714,35120.25,-0.974100471,60.04,-0.705098152,21.777,52.41375,72.667195,59.201799,179.72515,7.445,0.370207012,61.3,68.1
Saudi Arabia,SAU,100.0,35.847205916086956,20968865.89,494706000000.0,18.043243243243243,0.240839511,98.27764299,6.64629889,0.454484135,34.628571428571426,0.114084966,2.18,0.576390505,95.0,95.0,96.0,97.8623,3.44545826,1.9578582583333335,7183.333333333334,17.022525244999997,76.239,97.58506775,8.01842105263158,120.052537,3.0,-1025295.0,10.08158016,73.05018107,2.648,-0.650508463,42.10242,94.35945945945946,51.900000000000006,12.649999999999999,4.3,96.20864868,0.0,19.86754967,26825.30142857143,330.0,0.24940148,53.42,0.214917377,20.323,70.99708333,85.652908,81.63294,712585.402,7.66,-1.610377312,61.3,68.1
Senegal,SEN,64.3,37.87626532826087,271331.0,1019930000000.0,18.524324324324326,-0.007385837,97.69243113,5.15119171,41.90598868,34.81428571428572,-0.061385848,3.7649999999999997,0.420110792,91.0,91.0,88.0,53.3088,2.543146857,1.549736064666667,8400.0,15.21748259,68.006,97.12337748333333,8.289473684210526,116.079391,2.6,-10090.0,41.57304764,61.4873085,0.084,-0.143128574,31.60484,94.44594594594594,49.2,11.2,5.9,61.46038055,0.0,43.03030303,15079.361714285711,14361.0,-0.294217169,46.8,-0.319043964,18.25,68.28583333,76.227589,65.243694,30293.27863,8.3355,0.239102781,61.3,68.1
Serbia,SRB,100.0,39.90532474043478,795228.0,215822000000.0,19.005405405405405,-0.451218128,97.10721927,8.70042133,32.37780949,35.0,-0.042799097,5.35,0.676606357,92.0,87.0,78.0,78.368,1.575532901,1.141613871,7433.333333333333,13.412439935,74.47804878,96.66168721666666,8.560526315789474,120.2168595,2.2,243.0,36.04281998,98.32185364,0.07933333333333334,-0.170778826,37.95209666666667,94.53243243243243,14.1,3.8,2.5,98.68878174,0.0,38.8,3333.422,26085.0,0.080396354,3.4,-0.122738957,16.177,81.19208333,88.842235,76.1482,62883.94612,9.011,-0.120646119,61.3,68.1
Seychelles,SYC,100.0,41.93438415260869,149489.0,3039613100.0,19.486486486486488,1.388632894,96.52200741,6.54135609,73.26086957,32.84,0.679121077,3.19,0.632779062,97.0,97.0,97.0,84.8223,1.20266464,8.528380555,6466.666666666667,11.60739728,77.23658537,96.19999695,8.83157894736842,173.8823083,1.8000000000000003,146.0,20.23866653,95.02448273,0.07466666666666667,0.701772809,44.299353333333336,94.61891891891891,50.400000000000006,17.65,3.5,97.94264221,0.0,24.24242424,3392.1088,13213.5,0.021038041,0.4,0.238317847,26.009,59.51166667,84.331056,71.164735,770.061638,4.311,0.484147757,61.3,68.1
Sierra Leone,SLE,26.3,43.96344356478261,4016931.0,10378989282.5,19.967567567567567,-0.396271408,95.93679555,9.32588673,35.11886949,30.68,-1.062866569,2.91,0.362702101,91.0,91.0,87.0,27.4681,13.44687111,2.137486405,5500.0,17.93833333,59.763,96.66592407499999,9.102631578947369,83.60731215,1.4000000000000004,1292.0,52.34044266,97.37620544500001,0.07,-0.302403092,50.64661,94.7054054054054,86.7,31.5,27.3,85.28259277,0.0,12.32876712,3450.7956,342.0,-0.90462321,0.30000000000000004,-0.793761194,15.2345,54.015,60.411018,54.325219,5952.4739,4.2055,-0.092231989,61.3,68.1
Singapore,SGP,100.0,45.99250297695652,7884373.0,17718365465.0,20.44864864864865,2.118317366,95.35158369,5.71281767,21.68523677,28.52,2.284572601,2.63,0.879125714,98.0,97.0,97.0,92.0043,-0.181916667,0.169208474,499250.0,5.25,83.54390244,97.1318512,9.373684210526315,142.8931601,1.0000000000000004,21324.0,24.42372894,99.72792816,1.27,1.438414216,46.86852285714286,94.7918918918919,4.6,0.7,19.03333333333333,101.4013977,0.0,29.47368421,3509.4824000000003,563.3333333333334,2.205299139,0.2,1.835626006,4.46,81.20375,94.318412,90.299722,64266.74268,4.1,-0.205266669,61.3,68.1
Sint Maarten (Dutch part),SXM,100.0,48.02156238913044,3943521.0,11941348842.0,20.92972972972973,1.267257646,94.76637183,6.421408834999999,10.88235294,26.36,1.393458426,4.154999999999999,0.77205652,97.5,97.0,96.5,90.96260000000001,0.8775122999999999,0.6618782775000001,993000.0,6.608142685,74.584,97.31467724125,9.644736842105262,138.2427424,0.6000000000000005,475.0,21.586864470000002,99.648864745,2.4699999999999998,1.0361676515,43.09043571428572,94.87837837837837,6.15,1.15,10.766666666666666,99.11022949,0.0,26.07017544,3568.1692000000003,784.6666666666667,1.490016252,0.09999999999999998,1.2449260055,7.603999999999999,83.567083335,87.300075,77.383759,50125.53725,5.4094999999999995,0.3373351325,61.3,68.1
Slovak Republic,SVK,100.0,50.050621801304345,2669.0,6164332219.0,21.410810810810812,0.416197926,94.18115997,7.13,40.05615641,24.2,0.502344251,5.68,0.664987326,97.0,97.0,96.0,89.9209,1.936941267,1.154548081,1486750.0,7.96628537,76.86585366,97.49750328249999,9.91578947368421,133.5923247,0.2,1746.0,18.75,99.56980133,3.67,0.633921087,39.31234857142857,94.96486486486486,7.7,1.6,2.5,96.81906128,0.0,22.66666667,3626.856,1006.0,0.774733365,0.0,0.654226005,10.748,85.93041667,89.679841,77.672763,35984.33182,6.719,0.879936934,61.3,68.1
Slovenia,SVN,100.0,52.07968121347826,78565.0,3906108000.0,21.89189189189189,0.777626574,92.13980103,9.43,61.47225919,24.0,1.121516109,4.25,0.774986982,95.0,95.5,94.0,86.6013,-0.054856816,0.519445931,1980500.0,9.324428054999998,80.53170732,97.68032932375,10.186842105263157,120.4592752,0.0,7681.0,12.47,99.36643219,3.279,0.701404274,35.534261428571426,95.05135135135134,7.4,0.6,2.5,96.795578,0.0,27.77777778,1209.0,823.0,0.912210226,0.0,1.038197994,7.683,89.11708333,93.354115,85.894358,15286.67677,4.971,0.932308793,61.3,68.1
Solomon Islands,SLB,72.9,54.108740625652175,138660.862,1467315350.0,22.372972972972974,0.069947504,93.43429057,4.79699087,90.13826367,26.18,-0.692087948,3.99,0.419872612,94.0,94.0,81.0,39.5527,2.963549921,11.667921814000001,2474250.0,10.68257074,70.199,97.863155365,10.457894736842105,68.57738104,0.8400000000000001,-808.0,3.4970479,98.06762695333333,3.5385999999999997,0.562479496,31.756174285714287,95.13783783783784,42.4,21.150000000000002,19.5,96.35727182666668,0.0,6.382978723,7790.333333333333,6021.5,-0.832646549,62.0,-0.037756845,15.921666666666667,41.31166667,76.907755,70.190194,835.240357,13.052999999999999,0.450404793,61.3,68.1
Somalia,SOM,49.9,56.13780003782608,4221715.953,223558736.1,22.854054054054053,-1.688518405,94.72878011,6.68478942,9.532311028,28.36,-2.131399393,3.73,0.42266300349999997,42.0,42.0,46.0,15.0237,3.086792948,22.816397697000003,2968000.0,9.195452036499999,55.967,98.04598140625,10.728947368421052,53.48002324,1.6800000000000002,-11383.0,4.4423370349999995,96.76882171666666,3.7982,-2.581385136,27.97808714285714,95.22432432432431,77.4,41.7,49.9,95.91896565333333,0.0,24.36363636,14371.666666666666,11220.0,-1.953612566,47.55,-2.313533545,24.160333333333334,30.33083333,54.943012,45.982384,26272.10205,21.134999999999998,-1.836757302,61.3,68.1
South Africa,ZAF,90.0,58.16685945,8304771.044,273747000000.0,23.335135135135136,-0.058959816,96.02326965,8.57258797,14.05509072,30.54,0.045240555,3.47,0.425453395,84.0,84.0,84.0,72.1128,3.210035975,33.96487358,2202000.0,7.708333333,65.252,98.2288074475,11.0,163.1909795,2.5200000000000005,30852.0,5.38762617,95.47001648,4.0578,-0.252887934,24.2,95.3108108108108,19.0,8.0,6.9,95.48065948,0.0,46.75,20953.0,76729.0,0.020494822,33.1,-0.240638092,32.399,77.33416667,64.147429,51.766718,501520.8805,29.217,0.688375115,61.3,68.1
South Sudan,SSD,7.3,57.646914508461535,17430924.522,149131500000.0,23.816216216216215,-1.936705828,95.295475005,9.44806385,11.32562151,32.72,-2.316305876,3.21,0.306520849,67.0,67.0,69.0,9.27123,29.67584355,17.2970229885,1436000.0,16.08961748,55.48,98.41163348875,9.96,12.6718012,3.3600000000000003,-74415.0,39.66345978,97.67726898000001,4.3174,-2.191669941,30.3875,95.3972972972973,86.4,62.3,20.8,95.74300002999999,0.0,28.45953003,18400.5,314438.0,-2.010436773,16.7,-1.970399737,23.0405,29.51458333,52.625195,45.890264,56051.36036,22.374499999999998,-1.813698411,61.3,68.1
Spain,ESP,100.0,57.12696956692307,26557078.0,24516000000.0,24.2972972972973,0.71118027,94.56768036,10.74565983,37.17730549,34.9,0.854268253,2.95,0.728255033,94.0,94.0,96.0,93.2056,-0.322753017,0.629172397,731500.0,13.27660232,82.33170732,98.59445953,8.92,117.4899328,4.2,208791.0,19.72846413,99.88452148,4.577,0.411397874,36.575,95.48378378378378,8.6,2.0,2.5,96.00534058,0.0,44.0,15848.0,103624.0,0.755449116,0.3,0.862033606,13.682,86.77041667,93.643215,87.547557,270310.9717,15.532,1.004412174,61.3,68.1
Sri Lanka,LKA,100.0,56.60702462538461,1240391.0,794158000000.0,24.778378378378378,-0.33045432,94.66816616125,4.02,34.15809893,34.15,-0.078914493,4.02,0.598324299,96.0,96.0,96.0,36.1847,6.153945084,10.809417493499998,27000.0,10.46358716,76.393,92.38230133,7.88,136.9116134,3.975,-92400.0,43.76,95.63491929857143,1.212,-0.089156918,42.7625,95.57027027027027,10.0,1.1,5.7,96.58100128,0.0,5.381165919,13664.5,1008.0,-0.225914791,27.2,-0.007581946,21.512,75.51916667,89.236205,76.788789,35117.25456,5.365,-0.052087277,61.3,68.1
St. Kitts and Nevis,KNA,100.0,56.08707968384615,1069680.4,227900000.0,25.259459459459457,0.339913368,94.7686519625,5.65951824,42.30769231,33.4,0.632899344,4.32,0.586181641,99.0,99.0,95.0,70.2753,-1.167245018,20.98966259,476800.0,7.650572,71.627,90.65289365307693,6.84,131.2392427,3.75,-191.0,42.20227051,91.38531711714286,2.0477142857142856,0.929504931,48.95,95.65675675675675,26.9,6.4,5.175,93.17063141,0.0,25.0,11481.0,208864.0,0.514629245,35.96,0.483081073,32.563,34.775,82.183409,66.156956,334.464112,15.295,0.813230157,61.3,68.1
