Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,Cost of business start-up procedures (% of GNI per capita),"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Profit tax (% of commercial profits),Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),"Pupil-teacher ratio, primary",Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Suicide mortality rate (per 100,000 population)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),Total tax and contribution rate (% of profit),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Nigeria,NGA,55.4,23.038026464074072,6539048.353,27468694134.0,58.01428571428571,-1.115130424,26.1,88.20267391,2.98547053,23.92508537,32.78333333333333,-1.213328958,2.24,66.0,66.0,58.0,29.7,11.39642234,21.74078874,2583000.0,15.37658698,52.91,69.09567615285715,2.758333333333333,90.79595497,71.7,2.8833333333333337,-103989.0,71.49702454,89.96807826727273,0.367,-1.933071136,96.08571428571429,53.5,17.3,12.4,77.736427305,21.0,0.098,3.38028169,19.74396,1082.1666666666665,54157.0,-0.940476418,31.74,-0.938902915,36.646,53.57541667,3.5,46.597907,45.121036,332247.0358,34.8,10.695,-0.434002042,,
North Macedonia,MKD,100.0,22.138264907777778,7714285.26475,27396291201.0,59.9,-0.456622541,3.1,87.99678993,7.07,39.71015067,33.5,-0.123897232,4.19,92.0,92.0,75.0,81.4129,0.766439573,1.135194043,140.0,5.609363829,76.60243902,66.87631280428572,2.0,90.86343805,1.0,3.1,-987.0,39.09,94.65776825,1.9006666666666667,0.008093261,97.3,17.7,5.0,2.9,90.10735321,11.0,0.0972,39.16666667,19.74396,683.0,354.0,0.441836089,21.159999999999997,-0.305708945,18.669,72.03875,9.4,90.490635,83.339785,10891.85905,13.0,17.414,-0.019215655,88.1,
Northern Mariana Islands,MNP,100.0,21.23850335148148,8889522.1765,121229145600.5,53.425,0.7886066735000001,1.9500000000000002,87.79090595,8.754999999999999,52.95652174,30.6,0.8519431765,3.83,94.5,94.0,86.0,89.70644999999999,1.4670848029999999,0.8293634945,26355.0,4.422598581,79.780487805,64.65694945571428,2.1272727272727274,99.428818675,2.3,2.45,-806.0,26.505000000000003,96.9008255,3.4343333333333335,0.575039875,95.775,10.899999999999999,3.0,2.7,94.72269058,15.5,0.0964,39.99753452,19.74396,2460.0,27118.0,1.119865045,10.579999999999998,0.8176943954999999,12.056000000000001,81.06625,10.600000000000001,87.788823,82.749126,29250.762889999998,24.6,10.549000000000001,0.8169278145,88.45217391304347,
Norway,NOR,100.0,20.338741795185182,10064759.08825,215062000000.0,46.95,2.033835888,0.8,87.58502197,10.44,33.33990698,27.7,1.827783585,3.47,97.0,96.0,97.0,98.0,2.167730033,0.523532946,52570.0,3.235833333,82.95853659,62.43758610714286,2.2545454545454544,107.9941993,3.6,1.8,25564.0,13.92,99.14388275,4.968,1.141986489,94.25,4.1,1.0,2.5,99.33802795,20.0,0.09559999999999999,40.82840237,19.74396,4237.0,53882.0,1.797894001,0.0,1.941097736,5.443,90.09375,11.8,93.718548,90.132612,47609.66673,36.2,3.684,1.653071284,88.80434782608695,
Oman,OMN,100.0,19.438980238888888,11239996.0,143389846987.6667,40.475,0.421542645,3.1,93.10556793,3.80648994,0.008077544,33.225,0.206465542,1.1,99.0,99.0,99.0,90.2594,0.490815363,0.499699311,78785.0,5.413343513,78.002,60.21822275857143,2.381818181818182,138.2321115,1.6,1.8,-106864.0,5.9613471,99.20662689,2.086,0.589168727,92.725,14.200000000000001,2.9,3.1,99.24761963,14.4,0.0948,2.325581395,19.74396,6014.0,308.0,0.275505722,22.05,0.527046025,17.575499999999998,58.53625,4.9,90.236988,85.886413,99951.67634,27.4,4.257,-1.153973699,89.15652173913043,
Pakistan,PAK,93.9,18.53921868259259,7420378.249,71717693975.33334,34.0,-0.879330099,6.7,91.78760147,2.84736943,4.886934413,38.75,-0.718147814,0.51,84.0,84.0,81.0,17.0709,10.5783618,3.651251851,105000.0,12.2330548,66.756,57.99885941,2.509090909090909,74.07560451,38.8,1.8,-1177218.0,56.28123093,97.47133890666666,1.084,-2.251637459,91.2,24.3,4.8,13.1,63.49900055,17.8,0.094,20.23460411,19.74396,7791.0,1419596.0,-0.687235057,44.1,-0.688234627,29.708,60.67541667,8.9,74.450533,64.940736,427522.6496,33.9,4.83,-0.862723053,89.50869565217391,
Palau,PLW,100.0,17.639457126296296,9959068.124499999,45540963.0,42.38,0.52951771,2.2,90.46963501,13.40278435,89.84782609,44.275,0.227962121,1.225,97.0,98.0,97.0,40.34965,0.267379679,7.4959906155,74666.66666666667,9.6615274,72.283,76.86746788,2.6363636363636362,133.9584729,21.5,1.8,8.0,13.51921749,95.73605092333334,1.361,1.171670437,92.60000000000001,24.225,4.9,8.9,74.980667115,65.8,0.0932,12.5,19.74396,9326.285714285714,711066.0,0.465048999,38.4,0.782942474,23.1955,60.129999999999995,5.9,68.047646,50.688717,252.704186,76.6,5.6195,1.063780069,89.86086956521739,
Panama,PAN,93.9,16.73969557,12497758.0,3363546756.0,50.760000000000005,-0.643557012,5.8,89.15166855000001,8.46795654,56.95942303,49.8,0.099935658,1.94,88.0,88.0,97.0,63.6284,-0.355083821,11.34072938,44333.333333333336,7.09,77.81,95.73607635,2.7636363636363637,137.6404715,4.2,1.8,10623.0,37.61917496,94.00076294,1.638,0.290878117,94.0,24.15,5.0,4.7,86.46233368,12.4,0.0924,21.12676056,19.74396,10861.571428571428,2536.0,0.380994022,32.7,-0.192042068,16.683,59.58458333,2.9,86.981138,77.675039,20588.87322,37.2,6.409,0.599114895,90.21304347826087,
Papua New Guinea,PNG,23.6,16.85654146,2029701.0,2632839654.0,59.14,-1.002332568,18.6,87.83370209,2.3253386,79.25029811,47.75,-0.79249388,0.17,35.0,35.0,37.0,19.9783,3.928672909,9.912307659,14000.0,8.650833333,65.474,94.47480392,2.8909090909090907,47.52430342,24.9,1.8,22977.0,9.52710056,94.6416015625,0.061,-0.705046415,95.4,24.075,5.1,23.1,87.99691518333333,23.2,0.0916,0.0,19.74396,12396.857142857143,9698.0,-0.543229759,27.0,-0.800446093,16.746333333333332,40.84625,3.0,71.74763,58.357812,20327.16169,37.1,6.502,0.094208039,90.56521739130434,
Paraguay,PRY,99.7,16.97338735,632389.0,18507400000000.0,67.52000000000001,-0.893414497,52.2,86.51573563,7.16081905,41.23231815,45.7,-0.576705813,0.9,86.0,86.0,87.0,68.5176,2.757097276,8.483885938,37000.0,15.48426384,73.621,93.21353149,3.018181818181818,118.8639678,4.6,1.8,-16270.0,41.96775436,95.282440185,0.2856666666666666,-0.018059423,96.8,24.0,5.2,3.3,89.53149668666667,9.6,0.09079999999999999,15.0,19.74396,13932.142857142857,1014.0,-0.137215763,21.3,-0.568127096,16.80966666666667,61.05625,6.0,82.131791,71.899306,49371.36829,35.0,6.595,0.05299231,90.91739130434782,
Peru,PER,95.6,18.91030331,18820572.0,25153714925.0,75.9,-0.509206772,9.4,85.19776917,5.17916393,56.643125,41.5,-0.125799328,1.58,88.0,88.0,85.0,59.9505,2.252121914,7.265834382,60000.0,14.38545,76.156,94.74584960499999,3.1454545454545455,121.3854737,7.6,4.6,136558.0,28.13241577,95.9232788075,0.5103333333333333,-0.163659349,98.2,33.35,4.6,6.2,91.06607819,22.7,0.09,30.0,19.74396,15467.42857142857,2850.0,0.517202258,12.5,-0.520251691,16.873,68.84625,2.8,86.389888,79.538742,100394.9369,36.8,3.379,0.265319765,91.2695652173913,
Philippines,PHL,95.3,21.20483220695652,47776892.0,1115040000000.0,73.51818181818183,-0.605999053,23.3,89.09296036,4.17,23.99201798,35.15,0.059996031,0.98,71.0,71.0,75.0,43.0266,2.392065344,4.315967818,182000.0,7.095833333,71.865,96.27816772,3.2727272727272725,151.5865313,16.9,2.3,-24066.0,48.79,96.56411743,0.735,-0.928045392,93.48333333333333,42.7,4.0,5.0,101.0240021,20.2,0.045,27.96052632,19.74396,17002.714285714286,680.0,0.10019961,30.3,-0.57369107,18.763,75.72333333,2.2,81.052182,73.606736,235302.3833,43.1,2.237,0.005802192,91.62173913043478,
Poland,POL,100.0,23.499361103913042,10225516.0,105615000000.0,71.13636363636364,0.610989213,11.6,92.98815155,6.46,30.93985822,28.8,0.512944579,6.09,95.0,91.0,93.0,80.4359,2.227478809,0.657252098,151966.66666666666,6.58164263875,77.90487805,96.52465702538461,3.4,125.7168536,5.4,0.0,-2974.0,20.44,95.984254835,3.0925,0.550631166,88.76666666666667,5.8,0.0,2.5,94.6803894,14.5,0.0,28.69565217,19.74396,18538.0,12658.0,1.013511658,0.1,0.390535206,9.573,89.07083333,11.3,89.785609,76.207624,355380.9081,40.8,3.267,0.671857715,91.97391304347826,
Portugal,PRT,100.0,25.793890000869567,22047878.98,17935600388.0,68.75454545454546,0.745713294,1.9,96.51197052,9.51,36.15499489,32.8,1.134291053,3.51,99.0,98.0,99.0,75.3464,0.33817841,0.709431936,121933.33333333334,6.0674519445,81.67560976,96.77114633076923,3.6,115.7418865,6.8,1.7,43656.0,30.61,95.40439223999999,5.45,1.051632404,84.05000000000001,11.5,3.2,2.5,101.2999878,12.5,0.0033333333333333335,38.69565217,19.74396,2526.149,2375.0,0.957910359,0.2,1.105702162,8.02,86.24916667,11.5,93.141751,84.751417,61575.13853,39.8,6.464,1.194674611,92.32608695652173,
Puerto Rico,PRI,100.0,28.088418897826088,27500587.990000002,40378574881.0,66.37272727272727,-0.022669774,1.2,90.82852936,6.356392984999999,55.90078918,33.46666666666666,-0.200077146,2.315,98.5,98.0,99.0,77.7364,-0.1642313575,19.22325595,91900.0,5.55326125025,79.063,97.01763563615384,3.1666666666666665,102.4016319,3.6,1.1333333333333333,-16013.0,18.61494034,94.824529645,5.13425,0.142603353,79.33333333333334,12.3,3.2666666666666666,2.5,100.9036751,30.8,0.006666666666666667,24.225874865500003,19.74396,5270.432666666667,1288.5,0.722416639,0.4,0.558157504,10.232333333333333,74.63041666999999,8.65,90.650181,77.394538,91544.67486500001,64.4,8.3,0.468620896,92.67826086956522,
Qatar,QAT,100.0,30.38294779478261,32953297.0,62821549374.0,63.99090909090909,0.817250907,6.3,85.1450882,3.20278597,0.0,34.13333333333333,0.707452416,1.12,98.0,98.0,99.0,99.6528,-0.666641125,0.391844644,61866.66666666667,5.039070556,80.99,97.26412494153846,2.7333333333333334,139.5526559,0.4,0.5666666666666667,15493.0,6.61988068,94.24466705,4.8185,0.684275627,74.61666666666667,13.1,3.3333333333333335,2.5,100.5073624,0.0,0.01,9.756097561,19.74396,8014.716333333334,202.0,0.668833852,0.6000000000000001,0.706691504,12.444666666666667,63.01166667,5.8,93.083403,91.103228,121514.2112,11.3,0.1,-1.307425499,93.0304347826087,
Romania,ROU,100.0,32.67747669173913,5630289.0,85264523867.0,61.60909090909091,-0.236526757,0.3,93.67218018,5.71,30.11582928,34.8,-0.215014026,7.0,88.0,90.0,90.0,73.6575,3.827854326,1.249730399,31833.333333333343,7.161666667,75.60731707,97.51061424692307,2.3,116.1173683,7.2,0.0,-25453.0,18.88,95.12516022,4.502750000000001,0.54217118,69.9,13.9,3.4,2.5,87.34140778,15.6,0.013333333333333334,21.88449848,19.74396,10759.0,3860.0,0.443314433,0.8,0.415537626,14.657,77.50791667,9.7,89.507445,74.448066,101844.4251,20.0,3.912,0.515154064,93.38260869565218,
Russian Federation,RUS,99.8,34.97200558869565,108857906.0,4147230000000.0,59.227272727272734,-0.821954846,1.0,95.1196556125,5.65,49.78433608,35.7,0.024324507,7.07,97.0,97.0,98.0,82.6422,4.470366608,7.686170067,1800.0,8.753333333,73.08390244,97.75710355230768,1.7,164.3876311,3.2,4.6,333509.0,36.57,92.94285583666667,4.187,-0.551099122,75.54,6.0,0.0,2.5,101.663208,7.4,0.016666666666666666,15.77777778,19.74396,85494.0,42413.0,-0.47659722,4.8,-0.770942986,21.6035,78.19041667,25.1,87.156315,64.816353,2419133.843,46.2,4.513,-1.117509007,93.73478260869565,
Rwanda,RWA,46.6,37.26653448565217,1561562.214,299660000000.0,56.845454545454544,0.521026969,0.0,96.567131045,6.34386826,11.14714228,35.52857142857143,0.092924267,0.72,98.0,98.0,96.0,21.358,3.34787655,3.147636297,2900.0,16.5275,66.437,98.00359285769231,6.8,75.25147588,25.0,3.971428571428571,-11823.0,12.1073637,90.76055145333333,0.116,0.056940533,81.18,14.8,1.7,32.7,92.42076874,25.7,0.02,61.25,19.74396,73812.63828571429,145054.0,-0.01019153,79.6,0.063206613,28.55,67.29208333,5.6,70.042034,60.080768,6338.045843,33.2,11.236,-1.097546339,94.08695652173913,
Samoa,WSM,99.2,39.561063382608694,74867.0,290881912.2,54.46363636363637,0.648035407,6.9,98.0146064775,5.63886738,58.32733813,35.35714285714286,0.436201513,1.4433333333333334,68.0,68.0,96.0,61.2106,0.98232657,2.55959757225,4000.0,8.929166667,72.157,98.25008216307693,5.883333333333333,39.6404049,8.2,3.3428571428571425,-2469.0,11.17468166,88.57824707,0.24033333333333334,1.163725734,86.82,23.6,3.4,7.4,104.0800018,10.9,0.023333333333333334,10.0,19.74396,62131.27657142857,108869.25,-0.260609269,73.1,1.162507057,25.3125,57.04708333,12.6,81.495747,71.691269,580.183607,19.3,9.388,0.786163688,94.43913043478261,
San Marino,SMR,100.0,41.855592279565215,58400.0,111317872.0,52.08181818181818,1.176592231,8.8,99.46208191,8.14801598,16.66666667,35.18571428571429,1.579670906,2.1666666666666665,88.0,87.0,86.0,67.8507,4.351285911,1.9715588474999999,5100.0,3.984991667,70.34,98.49657146846154,4.966666666666667,113.3770262,12.45,2.7142857142857144,148.0,11.22083473,97.91732788,0.3646666666666667,1.225839972,92.46,28.700000000000003,5.05,11.15,102.8901672,5.0,0.02666666666666667,25.0,19.74396,50449.91485714285,72684.5,0.448323607,66.6,1.510484815,22.075,48.45895833,7.05,94.388979,92.047891,378.301687,36.2,7.54,1.162032008,94.79130434782608,
Sao Tome and Principe,STP,75.1,44.150121176521736,41933.0,252570658936.0,49.7,0.133266076,12.4,98.7887020125,5.29584646,54.70833333,35.01428571428571,-0.75429213,2.89,95.0,95.0,95.0,44.3,7.720245252,1.3835201227499998,6200.0,19.06201852,68.523,98.74306077384615,4.05,77.24220523,16.7,2.085714285714286,-1718.0,16.99124527,88.41152191,0.489,0.500569344,98.1,33.8,6.699999999999999,14.9,100.69932936000001,19.4,0.030000000000000002,14.54545455,19.74396,38768.55314285714,36499.75,-0.967672408,60.1,-0.692302823,18.8375,39.87083333,1.5,74.08204,61.048201,176.419767,37.0,6.588,0.369770527,95.14347826086957,
Saudi Arabia,SAU,100.0,46.44465007347826,46181487.0,505030000000.0,27.6,0.246477008,5.4,98.115322115,5.46742678,0.454484135,34.84285714285714,0.261315554,2.15,96.0,96.0,95.0,95.7247,-2.093333333,0.795481398,7300.0,17.4476129,77.304,98.98955007923077,3.1333333333333333,115.2711969,1.9,1.4571428571428573,241172.0,11.40407372,78.90571594,2.633,-0.623455822,97.85,38.9,8.35,4.6,98.50849152,2.2,0.03333333333333333,19.86754967,19.74396,27087.19142857143,315.0,-0.088528037,53.6,0.144550726,15.6,63.38541667,6.0,86.973024,83.420512,720673.9994,15.7,5.636,-1.659640193,95.49565217391304,
Senegal,SEN,70.4,48.73917897043478,457722.0,863773000000.0,26.9,-0.00381422,22.6,97.4419422175,4.49531031,42.11374851,34.67142857142857,-0.134347767,0.73,95.0,95.0,89.0,43.4,1.760111512,0.9922504955,8400.0,15.83320728,68.526,99.23603938461538,2.216666666666667,111.7482578,31.7,0.8285714285714292,-19973.0,48.74660873,69.39990997,0.09,0.03752597,97.6,44.0,10.0,6.3,61.59621048,16.2,0.03666666666666667,41.81818182,19.74396,15405.829714285705,14467.0,-0.175264254,47.1,-0.215916842,33.898,63.57375,6.0,77.729079,66.531863,31081.73062,44.8,2.863,0.234766543,95.84782608695653,10.2
Serbia,SRB,99.8,51.0337078673913,2469081.0,199380000000.0,62.3,-0.449989259,2.3,96.76856232,8.66552734,31.12531443,34.5,-0.01662726,5.34,97.0,94.0,87.0,77.4168,1.849229845,1.189019593,7433.333333333333,14.218801659999999,75.93658537,99.48252869,1.3,122.0477413,3.9,0.2,489.0,37.05567169,97.53424072,1.0985000000000003,-0.07809411,99.4,12.0,2.6,2.5,98.36312866,13.0,0.04,37.65182186,19.74396,3724.468,26427.0,0.097264789,3.1,-0.143760264,15.663,75.79291667,11.4,89.436199,78.539713,62153.38565,36.6,10.395,-0.046880811,96.2,18.43333333333333
Seychelles,SYC,100.0,53.32823676434782,414088.0,2672021697.0,41.75,1.17598176,12.5,96.18385773,4.77020788,73.26086957,32.24,0.622597158,3.25,99.0,99.0,99.0,76.6,1.807094008,9.58106781,6466.666666666667,12.60439604,74.04634146,98.81488037333332,1.42,185.5593454,8.4,0.18000000000000002,305.0,24.68238068,95.51426697,2.107,0.658694148,98.65,48.65,17.400000000000002,4.0,96.48438263,18.8,0.03636363636363636,21.21212121,19.74396,3705.4051999999997,13434.0,0.028845681,0.4,0.251167297,21.822,48.63416667,8.1,86.130994,71.275387,760.365611,30.1,2.966,0.312427968,62.0,26.666666666666664
Sierra Leone,SLE,22.7,55.62276566130434,21732405.0,10226032694.5,21.2,-0.471661597,7.6,95.59915314,9.12992668,35.39221391,29.98,-1.174596667,2.925,95.0,95.0,93.0,20.8,14.80499909,4.892811194,5500.0,17.96666667,60.255,98.14723205666667,1.54,83.63300421,69.5,0.16,-2238.0,52.88983917,39.90512085,2.2705,-0.056958809,97.9,85.3,32.2,27.5,81.66159058,18.5,0.03272727272727273,12.32876712,19.74396,3686.3424,441.0,-0.916900396,93.4,-0.804334581,12.975999999999999,53.48333333,6.7,61.940706,56.437353,5872.882542,30.7,3.0330000000000004,-0.129995689,27.8,34.9
Singapore,SGP,100.0,57.91729455826086,43050722.0,17780043692.0,18.816666666666666,2.120105982,0.4,95.01444855,4.39938164,21.9972067,27.72,2.231719255,2.6,97.0,96.0,96.0,88.9493,0.565260569,0.204554578,445916.6666666667,5.25,83.59512195,97.47958374,1.66,154.0006188,8.5,0.14,40624.0,28.43709755,99.59400177,2.434,1.480305552,86.76666666666667,4.5,0.9,19.233333333333334,98.07794952,2.1,0.02909090909090909,23.0,19.74396,3667.2796,223.0,2.154437542,62.266666666666666,1.837814331,4.13,75.09916667,11.2,94.381415,90.054775,65005.72752,21.0,3.1,-0.206522793,28.886206896551723,34.9
Sint Maarten (Dutch part),SXM,100.0,60.211823455217385,28990361.366666667,11697819010.0,16.433333333333334,1.1541905030000001,0.7,94.42974396,5.65969082,10.88235294,25.46,1.3907655475,4.18,97.0,96.5,96.0,85.9015,1.6149109515000002,0.7990233385,886333.3333333334,6.5862892575,75.437,97.07014846833333,1.7799999999999998,144.83709995,6.05,0.12000000000000001,540.0,23.798548775,99.393821715,3.0005,1.07379055,75.63333333333334,5.25,1.0,10.966666666666665,94.798625945,5.6,0.025454545454545455,21.5,19.74396,3648.2168,5.0,1.576009333,31.133333333333333,1.1688067915,7.304499999999999,80.34708333500001,11.649999999999999,88.363148,78.465946,51523.027385,35.35,4.4305,0.3274172095000001,29.97241379310345,34.9
Slovak Republic,SVK,100.0,62.506352352173906,14930000.733333334,5615594328.0,14.049999999999999,0.188275024,1.0,93.84503937,6.92,40.05615641,23.2,0.54981184,5.76,97.0,97.0,96.0,82.8537,2.664561334,1.393492099,1326750.0,7.922578515,77.66585366,96.66071319666666,1.9,135.6735811,3.6,0.1,3378.0,19.16,99.19364166,3.567,0.667275548,64.5,6.0,1.1,2.7,91.51930237,9.1,0.02181818181818182,20.0,19.74396,3629.154,965.0,0.997581124,0.0,0.499799252,10.479,85.595,12.1,89.687556,77.519333,38040.32725,49.7,5.761,0.861357212,31.05862068965517,34.9
Slovenia,SVN,100.0,64.80088124913043,869640.1,3518870000.0,11.666666666666666,0.888942242,0.0,92.95205688,8.5,61.57307165,24.4,1.041916966,4.38,95.0,95.5,94.0,83.1084,1.630522608,0.662595961,1767166.6666666667,9.2588677725,81.52926829,96.251277925,2.1,118.8876247,1.9,0.0,7427.0,11.66,99.56310272,3.224,0.801483512,53.36666666666667,8.2,0.0,2.5,97.25195313,12.7,0.01818181818181818,27.77777778,19.74396,1209.0,741.0,0.997022331,0.0,1.084723592,7.029,88.93125,19.8,93.853374,86.948799,16533.88594,31.0,4.446,0.977437854,32.144827586206894,34.9
Solomon Islands,SLB,69.4,67.09541014608695,229670.648,1392747910.0,9.283333333333333,-0.050351936,27.4,93.90615081333334,4.32405567,90.16434441,26.38,-0.881165802,2.625,94.0,94.0,81.0,28.7,1.63485544,12.679110093999999,2207583.3333333335,10.59515703,70.382,95.84184265333333,2.1166666666666667,70.83273456,32.7,0.72,-1603.0,3.68255544,98.23309071666667,2.4156666666666666,0.495676666,42.233333333333334,11.533333333333333,2.5,19.9,84.01403046,23.3,0.014545454545454545,4.081632653,19.74396,7790.333333333333,9311.5,-0.835665345,54.8,-0.109286606,25.3815,41.66458333,14.7,77.042495,70.666338,889.504888,32.0,11.637,0.491302669,33.23103448275862,34.9
Somalia,SOM,49.2,69.38993904304347,34065.55685,162805895.9,6.9,-1.723784328,198.2,94.86024474666667,6.284122465,9.654652979,28.36,-2.280888319,0.87,42.0,42.0,46.0,49.198449999999994,2.877550655,24.695624227,2648000.0,10.360078515,57.078,95.43240738166666,2.1333333333333333,51.47891598,99.2,1.44,48055.0,4.7054168,96.90307871333334,1.6073333333333333,-2.386288404,31.1,14.866666666666667,5.0,51.9,90.325080875,22.55,0.01090909090909091,24.36363636,19.74396,14371.666666666666,17882.0,-2.148591757,44.55,-2.380809069,43.734,19.61791667,7.9,57.857854,50.06342,26122.38808,30.6,18.828,-1.852409244,34.317241379310346,34.9
South Africa,ZAF,85.0,71.68446794,26211258.0,272360000000.0,11.03125,-0.031051725,0.2,95.81433868,8.24418926,14.08509674,30.339999999999996,0.127881005,1.5633333333333335,85.0,85.0,83.0,69.6969,4.12024587,36.71213836,2000000.0,10.125,66.175,95.02297211,2.15,166.9433215,27.6,2.16,22728.0,5.72827816,95.57306671,0.799,-0.283249706,35.31875,18.2,7.5,6.1,96.63613129,21.8,0.007272727272727271,46.34760705,19.74396,20953.0,78395.0,0.008505391,34.3,-0.183931217,32.46,73.475,23.5,66.977835,53.687107,555409.2845,29.2,28.468,0.64293468,35.40344827586207,34.9
South Sudan,SSD,6.8,53.49558497333334,57224211.635,148129500000.0,15.1625,-1.799885988,77.4,95.25832748,9.03740788,11.32562151,32.32,-2.383670807,2.256666666666667,61.0,61.0,65.0,6.7,87.24136415,18.707215333999997,1352000.0,15.65470531,55.912,94.09963481,2.166666666666667,21.26759221,68.1,2.88,2048.0,42.32470322,97.676445005,2.6015,-2.518343925,39.5375,85.7,63.0,4.3,96.63661957,9.2,0.003636363636363639,28.45953003,19.74396,18335.5,298309.0,-1.984623671,17.25,-2.008500814,22.022,30.48916667,3.9,53.388182,47.384276,49180.5281,31.4,21.2865,-1.987520456,36.48965517241379,34.9
Spain,ESP,100.0,35.30670200666667,88237165.27,23899000000.0,19.29375,0.666526735,3.9,94.70231628,9.1456852,37.16772156,34.3,0.968881249,2.95,95.0,95.0,98.0,90.7187,0.699518994,0.702292308,689500.0,13.449435990000001,83.83170732,93.17629751,2.1833333333333336,117.4481914,3.2,3.6,458942.0,21.83183861,99.7798233,4.404,0.292700946,43.75625,8.8,1.8,2.5,96.63710785,10.6,0.0,44.0,19.74396,15718.0,57751.0,1.037264585,0.2,0.990445971,11.584,88.85416667,7.7,94.085324,88.415084,309375.0948,47.0,14.105,1.036115289,37.57586206896552,34.9
Sri Lanka,LKA,99.8,17.11781904,5582446.0,686452000000.0,23.424999999999997,-0.303825676,8.7,94.78983592625,3.9,34.20671025,37.7,-0.124889262,4.0,99.0,99.0,99.0,32.0,3.528393582,3.427304923,27000.0,11.24416667,76.008,92.25296021,2.2,130.9608639,4.8,1.1,-94897.0,45.51,98.71217346,1.137,-0.215569809,47.975,8.9,0.9,6.4,95.86199951,1.2,0.0,5.333333333,19.74396,1562.0,1041.0,-0.232445598,25.2,0.039557587,21.213,74.04791667,14.0,88.830712,76.071946,35477.98059,55.2,4.67,-0.089097887,38.66206896551724,34.9
St. Kitts and Nevis,KNA,100.0,21.869122440833333,4571957.0,609490571428.5714,27.55625,0.345875949,6.2,94.87735557250001,5.18704271,42.30769231,36.5,0.490093946,4.32,97.0,97.0,97.0,69.4,-0.329562064,25.15116901,448400.0,8.523423083,71.572,90.41611154214286,2.216666666666667,136.7035547,5.3,1.3,-191.0,46.36796951,96.20649719,1.5874285714285714,0.700797915,52.19375,24.0,7.2,5.625,94.358104705,30.5,0.0,13.33333333,19.74396,1799.0,5.0,0.486974269,33.86,0.436729878,25.7575,62.46604167,10.95,82.115978,66.127238,349.65707,49.7,10.1415,0.815502346,39.748275862068965,34.9
St. Lucia,LCA,100.0,26.620425841666666,3561468.0,532529142857.1428,31.6875,0.55711174,17.0,94.96487521875001,4.19073772,34.04918033,35.300000000000004,0.341672003,4.2,92.0,92.0,96.0,72.5,0.539087559,25.75825874,869800.0,7.722479833,73.445,88.57926287428572,2.2333333333333334,82.75703734,5.8,1.5,0.0,42.85055542,93.70082092,2.037857142857143,0.906494319,56.4125,27.099999999999998,8.233333333333334,4.85,92.8542099,25.8,0.0,16.66666667,19.74396,2036.0,263876.0,0.300285727,42.519999999999996,0.589768767,30.302,50.88416667,7.9,85.52541,71.730902,881.038526,34.7,15.613,0.898622811,40.83448275862069,34.9
